#############################################################
#############################################################
CONFIG 1
#############################################################
#############################################################
file_type  QE 
file_path  configs/3/config_0005.out 
file_part  1 
alat  6.416025926 
uv_prim   1.0 0.0 0.0  
          0.0 1.0 0.0  
          0.0 0.0 1.0  
uv        2.0 0.0 0.0  
          0.0 2.0 0.0  
          0.0 0.0 2.0  
stress    0.010397506 -6.241e-06 -5.6169e-05  
          -6.241e-06 0.010403747 2.4964e-05  
          -5.6169e-05 2.4964e-05 0.010397506  
c         2 2 2  
rcut      6.5 
rverlet   6.5 
e         1 
f         1 
s         1 

COORDS PRIM (16)
AL  -0.000907  -0.0008007  -0.000653  -0.009524588  -0.000712943  -0.004777206  
AL  0.2493758  0.2486968  0.249352  -0.006790826  0.006224945  -0.004280743  
AL  -0.0010586  -0.0007479  0.499919  0.008154493  -0.015786556  -0.006972854  
AL  0.249125  0.2497262  0.749638  0.006564577  -0.003988932  -0.009147677  
AL  -0.0001804  0.4998104  -0.001124  -0.019586005  -0.016474303  0.014272999  
AL  0.2494761  0.7487537  0.249184  0.004061178  0.028303294  0.011114505  
AL  -0.0007547  0.4995629  0.498893  0.004456086  0.002989835  0.013505036  
AL  0.2493137  0.7494616  0.749704  0.017487541  -0.009004472  -0.02249511  
AL  0.4997734  -0.0005532  -0.000863  -0.002721935  0.004112341  0.00408586  
AL  0.749527  0.2496192  0.250196  0.009442059  -0.010836064  -0.034743433  
AL  0.4996516  -0.0005505  0.499807  -0.013279044  -0.006498245  -0.007547734  
AL  0.7492719  0.2492901  0.749239  0.008746856  0.019029894  0.008087647  
AL  0.4994528  0.4995687  -0.000575  -0.003812046  -0.022404096  0.00595756  
AL  0.7490848  0.7493346  0.248849  0.006904208  0.003160551  0.009900471  
AL  0.5000231  0.4986448  0.498409  -0.027413979  0.013520462  0.020276837  
AL  0.7483492  0.7484336  0.749158  0.017310912  0.008363774  0.002763329  


COORDS (128)
AL  -0.0004535  -0.00040035  -0.0003265  -0.009524588  -0.000712943  -0.004777206  
AL  0.1246879  0.1243484  0.124676  -0.006790826  0.006224945  -0.004280743  
AL  -0.0005293  -0.00037395  0.2499595  0.008154493  -0.015786556  -0.006972854  
AL  0.1245625  0.1248631  0.374819  0.006564577  -0.003988932  -0.009147677  
AL  -9.02e-05  0.2499052  -0.000562  -0.019586005  -0.016474303  0.014272999  
AL  0.12473805  0.37437685  0.124592  0.004061178  0.028303294  0.011114505  
AL  -0.00037735  0.24978145  0.2494465  0.004456086  0.002989835  0.013505036  
AL  0.12465685  0.3747308  0.374852  0.017487541  -0.009004472  -0.02249511  
AL  0.2498867  -0.0002766  -0.0004315  -0.002721935  0.004112341  0.00408586  
AL  0.3747635  0.1248096  0.125098  0.009442059  -0.010836064  -0.034743433  
AL  0.2498258  -0.00027525  0.2499035  -0.013279044  -0.006498245  -0.007547734  
AL  0.37463595  0.12464505  0.3746195  0.008746856  0.019029894  0.008087647  
AL  0.2497264  0.24978435  -0.0002875  -0.003812046  -0.022404096  0.00595756  
AL  0.3745424  0.3746673  0.1244245  0.006904208  0.003160551  0.009900471  
AL  0.25001155  0.2493224  0.2492045  -0.027413979  0.013520462  0.020276837  
AL  0.3741746  0.3742168  0.374579  0.017310912  0.008363774  0.002763329  
AL  -0.0004535  -0.00040035  0.4996735  -0.009524588  -0.000712943  -0.004777206  
AL  0.1246879  0.1243484  0.624676  -0.006790826  0.006224945  -0.004280743  
AL  -0.0005293  -0.00037395  0.7499595  0.008154493  -0.015786556  -0.006972854  
AL  0.1245625  0.1248631  0.874819  0.006564577  -0.003988932  -0.009147677  
AL  -9.02e-05  0.2499052  0.499438  -0.019586005  -0.016474303  0.014272999  
AL  0.12473805  0.37437685  0.624592  0.004061178  0.028303294  0.011114505  
AL  -0.00037735  0.24978145  0.7494465  0.004456086  0.002989835  0.013505036  
AL  0.12465685  0.3747308  0.874852  0.017487541  -0.009004472  -0.02249511  
AL  0.2498867  -0.0002766  0.4995685  -0.002721935  0.004112341  0.00408586  
AL  0.3747635  0.1248096  0.625098  0.009442059  -0.010836064  -0.034743433  
AL  0.2498258  -0.00027525  0.7499035  -0.013279044  -0.006498245  -0.007547734  
AL  0.37463595  0.12464505  0.8746195  0.008746856  0.019029894  0.008087647  
AL  0.2497264  0.24978435  0.4997125  -0.003812046  -0.022404096  0.00595756  
AL  0.3745424  0.3746673  0.6244245  0.006904208  0.003160551  0.009900471  
AL  0.25001155  0.2493224  0.7492045  -0.027413979  0.013520462  0.020276837  
AL  0.3741746  0.3742168  0.874579  0.017310912  0.008363774  0.002763329  
AL  -0.0004535  0.49959965  -0.0003265  -0.009524588  -0.000712943  -0.004777206  
AL  0.1246879  0.6243484  0.124676  -0.006790826  0.006224945  -0.004280743  
AL  -0.0005293  0.49962605  0.2499595  0.008154493  -0.015786556  -0.006972854  
AL  0.1245625  0.6248631  0.374819  0.006564577  -0.003988932  -0.009147677  
AL  -9.02e-05  0.7499052  -0.000562  -0.019586005  -0.016474303  0.014272999  
AL  0.12473805  0.87437685  0.124592  0.004061178  0.028303294  0.011114505  
AL  -0.00037735  0.74978145  0.2494465  0.004456086  0.002989835  0.013505036  
AL  0.12465685  0.8747308  0.374852  0.017487541  -0.009004472  -0.02249511  
AL  0.2498867  0.4997234  -0.0004315  -0.002721935  0.004112341  0.00408586  
AL  0.3747635  0.6248096  0.125098  0.009442059  -0.010836064  -0.034743433  
AL  0.2498258  0.49972475  0.2499035  -0.013279044  -0.006498245  -0.007547734  
AL  0.37463595  0.62464505  0.3746195  0.008746856  0.019029894  0.008087647  
AL  0.2497264  0.74978435  -0.0002875  -0.003812046  -0.022404096  0.00595756  
AL  0.3745424  0.8746673  0.1244245  0.006904208  0.003160551  0.009900471  
AL  0.25001155  0.7493224  0.2492045  -0.027413979  0.013520462  0.020276837  
AL  0.3741746  0.8742168  0.374579  0.017310912  0.008363774  0.002763329  
AL  -0.0004535  0.49959965  0.4996735  -0.009524588  -0.000712943  -0.004777206  
AL  0.1246879  0.6243484  0.624676  -0.006790826  0.006224945  -0.004280743  
AL  -0.0005293  0.49962605  0.7499595  0.008154493  -0.015786556  -0.006972854  
AL  0.1245625  0.6248631  0.874819  0.006564577  -0.003988932  -0.009147677  
AL  -9.02e-05  0.7499052  0.499438  -0.019586005  -0.016474303  0.014272999  
AL  0.12473805  0.87437685  0.624592  0.004061178  0.028303294  0.011114505  
AL  -0.00037735  0.74978145  0.7494465  0.004456086  0.002989835  0.013505036  
AL  0.12465685  0.8747308  0.874852  0.017487541  -0.009004472  -0.02249511  
AL  0.2498867  0.4997234  0.4995685  -0.002721935  0.004112341  0.00408586  
AL  0.3747635  0.6248096  0.625098  0.009442059  -0.010836064  -0.034743433  
AL  0.2498258  0.49972475  0.7499035  -0.013279044  -0.006498245  -0.007547734  
AL  0.37463595  0.62464505  0.8746195  0.008746856  0.019029894  0.008087647  
AL  0.2497264  0.74978435  0.4997125  -0.003812046  -0.022404096  0.00595756  
AL  0.3745424  0.8746673  0.6244245  0.006904208  0.003160551  0.009900471  
AL  0.25001155  0.7493224  0.7492045  -0.027413979  0.013520462  0.020276837  
AL  0.3741746  0.8742168  0.874579  0.017310912  0.008363774  0.002763329  
AL  0.4995465  -0.00040035  -0.0003265  -0.009524588  -0.000712943  -0.004777206  
AL  0.6246879  0.1243484  0.124676  -0.006790826  0.006224945  -0.004280743  
AL  0.4994707  -0.00037395  0.2499595  0.008154493  -0.015786556  -0.006972854  
AL  0.6245625  0.1248631  0.374819  0.006564577  -0.003988932  -0.009147677  
AL  0.4999098  0.2499052  -0.000562  -0.019586005  -0.016474303  0.014272999  
AL  0.62473805  0.37437685  0.124592  0.004061178  0.028303294  0.011114505  
AL  0.49962265  0.24978145  0.2494465  0.004456086  0.002989835  0.013505036  
AL  0.62465685  0.3747308  0.374852  0.017487541  -0.009004472  -0.02249511  
AL  0.7498867  -0.0002766  -0.0004315  -0.002721935  0.004112341  0.00408586  
AL  0.8747635  0.1248096  0.125098  0.009442059  -0.010836064  -0.034743433  
AL  0.7498258  -0.00027525  0.2499035  -0.013279044  -0.006498245  -0.007547734  
AL  0.87463595  0.12464505  0.3746195  0.008746856  0.019029894  0.008087647  
AL  0.7497264  0.24978435  -0.0002875  -0.003812046  -0.022404096  0.00595756  
AL  0.8745424  0.3746673  0.1244245  0.006904208  0.003160551  0.009900471  
AL  0.75001155  0.2493224  0.2492045  -0.027413979  0.013520462  0.020276837  
AL  0.8741746  0.3742168  0.374579  0.017310912  0.008363774  0.002763329  
AL  0.4995465  -0.00040035  0.4996735  -0.009524588  -0.000712943  -0.004777206  
AL  0.6246879  0.1243484  0.624676  -0.006790826  0.006224945  -0.004280743  
AL  0.4994707  -0.00037395  0.7499595  0.008154493  -0.015786556  -0.006972854  
AL  0.6245625  0.1248631  0.874819  0.006564577  -0.003988932  -0.009147677  
AL  0.4999098  0.2499052  0.499438  -0.019586005  -0.016474303  0.014272999  
AL  0.62473805  0.37437685  0.624592  0.004061178  0.028303294  0.011114505  
AL  0.49962265  0.24978145  0.7494465  0.004456086  0.002989835  0.013505036  
AL  0.62465685  0.3747308  0.874852  0.017487541  -0.009004472  -0.02249511  
AL  0.7498867  -0.0002766  0.4995685  -0.002721935  0.004112341  0.00408586  
AL  0.8747635  0.1248096  0.625098  0.009442059  -0.010836064  -0.034743433  
AL  0.7498258  -0.00027525  0.7499035  -0.013279044  -0.006498245  -0.007547734  
AL  0.87463595  0.12464505  0.8746195  0.008746856  0.019029894  0.008087647  
AL  0.7497264  0.24978435  0.4997125  -0.003812046  -0.022404096  0.00595756  
AL  0.8745424  0.3746673  0.6244245  0.006904208  0.003160551  0.009900471  
AL  0.75001155  0.2493224  0.7492045  -0.027413979  0.013520462  0.020276837  
AL  0.8741746  0.3742168  0.874579  0.017310912  0.008363774  0.002763329  
AL  0.4995465  0.49959965  -0.0003265  -0.009524588  -0.000712943  -0.004777206  
AL  0.6246879  0.6243484  0.124676  -0.006790826  0.006224945  -0.004280743  
AL  0.4994707  0.49962605  0.2499595  0.008154493  -0.015786556  -0.006972854  
AL  0.6245625  0.6248631  0.374819  0.006564577  -0.003988932  -0.009147677  
AL  0.4999098  0.7499052  -0.000562  -0.019586005  -0.016474303  0.014272999  
AL  0.62473805  0.87437685  0.124592  0.004061178  0.028303294  0.011114505  
AL  0.49962265  0.74978145  0.2494465  0.004456086  0.002989835  0.013505036  
AL  0.62465685  0.8747308  0.374852  0.017487541  -0.009004472  -0.02249511  
AL  0.7498867  0.4997234  -0.0004315  -0.002721935  0.004112341  0.00408586  
AL  0.8747635  0.6248096  0.125098  0.009442059  -0.010836064  -0.034743433  
AL  0.7498258  0.49972475  0.2499035  -0.013279044  -0.006498245  -0.007547734  
AL  0.87463595  0.62464505  0.3746195  0.008746856  0.019029894  0.008087647  
AL  0.7497264  0.74978435  -0.0002875  -0.003812046  -0.022404096  0.00595756  
AL  0.8745424  0.8746673  0.1244245  0.006904208  0.003160551  0.009900471  
AL  0.75001155  0.7493224  0.2492045  -0.027413979  0.013520462  0.020276837  
AL  0.8741746  0.8742168  0.374579  0.017310912  0.008363774  0.002763329  
AL  0.4995465  0.49959965  0.4996735  -0.009524588  -0.000712943  -0.004777206  
AL  0.6246879  0.6243484  0.624676  -0.006790826  0.006224945  -0.004280743  
AL  0.4994707  0.49962605  0.7499595  0.008154493  -0.015786556  -0.006972854  
AL  0.6245625  0.6248631  0.874819  0.006564577  -0.003988932  -0.009147677  
AL  0.4999098  0.7499052  0.499438  -0.019586005  -0.016474303  0.014272999  
AL  0.62473805  0.87437685  0.624592  0.004061178  0.028303294  0.011114505  
AL  0.49962265  0.74978145  0.7494465  0.004456086  0.002989835  0.013505036  
AL  0.62465685  0.8747308  0.874852  0.017487541  -0.009004472  -0.02249511  
AL  0.7498867  0.4997234  0.4995685  -0.002721935  0.004112341  0.00408586  
AL  0.8747635  0.6248096  0.625098  0.009442059  -0.010836064  -0.034743433  
AL  0.7498258  0.49972475  0.7499035  -0.013279044  -0.006498245  -0.007547734  
AL  0.87463595  0.62464505  0.8746195  0.008746856  0.019029894  0.008087647  
AL  0.7497264  0.74978435  0.4997125  -0.003812046  -0.022404096  0.00595756  
AL  0.8745424  0.8746673  0.6244245  0.006904208  0.003160551  0.009900471  
